train_sample_id,utterance_id,wav_path,original_samples,original_seconds_after_resample,was_truncated,peak_abs
iemocap_train_00288,Ses01M_impro04_F008,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F008.wav,36489,2.2805625,False,0.15057373046875
iemocap_train_00289,Ses01M_impro04_F009,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F009.wav,69440,4.34,False,0.252655029296875
iemocap_train_00290,Ses01M_impro04_F010,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F010.wav,128720,8.045,False,0.2413330078125
iemocap_train_00291,Ses01M_impro04_F011,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F011.wav,194480,12.155,True,0.262603759765625
iemocap_train_00292,Ses01M_impro04_F012,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F012.wav,28640,1.79,False,0.185760498046875
iemocap_train_00293,Ses01M_impro04_F013,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F013.wav,80319,5.0199375,False,0.296173095703125
iemocap_train_00294,Ses01M_impro04_F014,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F014.wav,47199,2.9499375,False,0.324249267578125
iemocap_train_00295,Ses01M_impro04_F015,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F015.wav,36480,2.28,False,0.19970703125
iemocap_train_00296,Ses01M_impro04_F016,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F016.wav,23840,1.49,False,0.151153564453125
iemocap_train_00297,Ses01M_impro04_F017,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F017.wav,63680,3.98,False,0.3948974609375
iemocap_train_00298,Ses01M_impro04_F018,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F018.wav,125439,7.8399375,False,0.491851806640625
iemocap_train_00299,Ses01M_impro04_F019,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F019.wav,64720,4.045,False,0.177093505859375
iemocap_train_00300,Ses01M_impro04_F020,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F020.wav,38080,2.38,False,0.16217041015625
iemocap_train_00301,Ses01M_impro04_F021,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F021.wav,45120,2.82,False,0.148406982421875
iemocap_train_00302,Ses01M_impro04_F022,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F022.wav,106399,6.6499375,False,0.128997802734375
iemocap_train_00303,Ses01M_impro04_F023,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F023.wav,45415,2.8384375,False,0.17919921875
iemocap_train_00304,Ses01M_impro04_F025,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F025.wav,51839,3.2399375,False,0.1322021484375
iemocap_train_00305,Ses01M_impro05_F000,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F000.wav,32820,2.05125,False,0.3795166015625
iemocap_train_00306,Ses01M_impro05_F001,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F001.wav,42399,2.6499375,False,0.472869873046875
iemocap_train_00307,Ses01M_impro05_F002,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F002.wav,56439,3.5274375,False,0.391326904296875
iemocap_train_00308,Ses01M_impro05_F003,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F003.wav,20639,1.2899375,False,0.3001708984375
iemocap_train_00309,Ses01M_impro05_F004,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F004.wav,64959,4.0599375,False,0.5086669921875
iemocap_train_00310,Ses01M_impro05_F005,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F005.wav,45760,2.86,False,0.492095947265625
iemocap_train_00311,Ses01M_impro05_F006,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F006.wav,43960,2.7475,False,0.203399658203125
iemocap_train_00312,Ses01M_impro05_F007,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F007.wav,44760,2.7975,False,0.423095703125
iemocap_train_00313,Ses01M_impro05_F011,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F011.wav,68000,4.25,False,0.890045166015625
iemocap_train_00314,Ses01M_impro05_F012,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F012.wav,38239,2.3899375,False,0.691802978515625
iemocap_train_00315,Ses01M_impro05_F013,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F013.wav,40520,2.5325,False,0.35791015625
iemocap_train_00316,Ses01M_impro05_F014,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F014.wav,27680,1.73,False,1.0
iemocap_train_00317,Ses01M_impro05_F015,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F015.wav,96000,6.0,False,1.0
iemocap_train_00318,Ses01M_impro05_F016,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F016.wav,91840,5.74,False,0.354736328125
iemocap_train_00319,Ses01M_impro05_F017,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F017.wav,141279,8.8299375,False,0.923431396484375
iemocap_train_00320,Ses01M_impro05_F018,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F018.wav,41920,2.62,False,0.290435791015625
iemocap_train_00321,Ses01M_impro05_F019,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F019.wav,52000,3.25,False,0.5545654296875
iemocap_train_00322,Ses01M_impro05_F020,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F020.wav,100159,6.2599375,False,0.604217529296875
iemocap_train_00323,Ses01M_impro05_F021,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F021.wav,20480,1.28,False,0.20758056640625
iemocap_train_00324,Ses01M_impro05_F022,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F022.wav,23679,1.4799375,False,0.105133056640625
iemocap_train_00325,Ses01M_impro05_F023,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F023.wav,25720,1.6075,False,0.10369873046875
iemocap_train_00326,Ses01M_impro05_F024,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F024.wav,30880,1.93,False,0.40472412109375
iemocap_train_00327,Ses01M_impro05_F025,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F025.wav,73439,4.5899375,False,0.25457763671875
iemocap_train_00328,Ses01M_impro05_F026,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F026.wav,48639,3.0399375,False,0.263427734375
iemocap_train_00329,Ses01M_impro05_F027,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F027.wav,23519,1.4699375,False,0.09600830078125
iemocap_train_00330,Ses01M_impro05_F028,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F028.wav,32639,2.0399375,False,0.0972900390625
iemocap_train_00331,Ses01M_impro05_F029,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F029.wav,27520,1.72,False,0.15594482421875
iemocap_train_00332,Ses01M_impro05_F030,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F030.wav,32959,2.0599375,False,0.207000732421875
iemocap_train_00333,Ses01M_impro05_F031,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F031.wav,20000,1.25,False,0.23944091796875
iemocap_train_00334,Ses01M_impro05_F032,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F032.wav,38559,2.4099375,False,0.2181396484375
iemocap_train_00335,Ses01M_impro05_F033,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F033.wav,19680,1.23,False,0.217071533203125
iemocap_train_00336,Ses01M_impro05_F034,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F034.wav,85920,5.37,False,0.38177490234375
iemocap_train_00337,Ses01M_impro06_F000,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F000.wav,41352,2.5845,False,0.139495849609375
iemocap_train_00338,Ses01M_impro06_F001,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F001.wav,50040,3.1275,False,0.118072509765625
iemocap_train_00339,Ses01M_impro06_F002,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F002.wav,37119,2.3199375,False,0.080230712890625
iemocap_train_00340,Ses01M_impro06_F003,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F003.wav,44640,2.79,False,0.07769775390625
iemocap_train_00341,Ses01M_impro06_F004,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F004.wav,45487,2.8429375,False,0.105438232421875
iemocap_train_00342,Ses01M_impro06_F005,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F005.wav,33047,2.0654375,False,0.062713623046875
iemocap_train_00343,Ses01M_impro06_F006,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F006.wav,40454,2.528375,False,0.06829833984375
iemocap_train_00344,Ses01M_impro06_F007,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F007.wav,35421,2.2138125,False,0.08929443359375
iemocap_train_00345,Ses01M_impro06_F008,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F008.wav,30399,1.8999375,False,0.138519287109375
iemocap_train_00346,Ses01M_impro06_F009,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F009.wav,63520,3.97,False,0.176513671875
iemocap_train_00347,Ses01M_impro06_F010,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F010.wav,69880,4.3675,False,0.121826171875
iemocap_train_00348,Ses01M_impro06_F011,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F011.wav,24640,1.54,False,0.05657958984375
iemocap_train_00349,Ses01M_impro06_F012,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F012.wav,21800,1.3625,False,0.08746337890625
iemocap_train_00350,Ses01M_impro06_F013,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F013.wav,47199,2.9499375,False,0.147125244140625
iemocap_train_00351,Ses01M_impro06_F014,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F014.wav,21959,1.3724375,False,0.112091064453125
iemocap_train_00352,Ses01M_impro06_F015,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F015.wav,19480,1.2175,False,0.117828369140625
iemocap_train_00353,Ses01M_impro06_F016,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F016.wav,29439,1.8399375,False,0.123779296875
iemocap_train_00354,Ses01M_impro06_F017,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F017.wav,39119,2.4449375,False,0.0989990234375
iemocap_train_00355,Ses01M_impro06_F018,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F018.wav,37440,2.34,False,0.11676025390625
iemocap_train_00356,Ses01M_impro06_F019,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F019.wav,67079,4.1924375,False,0.105804443359375
iemocap_train_00357,Ses01M_impro06_F020,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F020.wav,48949,3.0593125,False,0.16094970703125
iemocap_train_00358,Ses01M_impro06_F021,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F021.wav,32075,2.0046875,False,0.09478759765625
iemocap_train_00359,Ses01M_impro06_F022,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F022.wav,31199,1.9499375,False,0.06549072265625
iemocap_train_00360,Ses01M_impro06_F023,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F023.wav,31840,1.99,False,0.0992431640625
iemocap_train_00361,Ses01M_impro06_F024,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F024.wav,44678,2.792375,False,0.120086669921875
iemocap_train_00362,Ses01M_impro06_F025,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F025.wav,29713,1.8570625,False,0.102325439453125
iemocap_train_00363,Ses01M_impro06_F026,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F026.wav,47541,2.9713125,False,0.129302978515625
iemocap_train_00364,Ses01M_impro06_F027,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F027.wav,33759,2.1099375,False,0.082916259765625
iemocap_train_00365,Ses01M_impro06_F028,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F028.wav,57475,3.5921875,False,0.110076904296875
iemocap_train_00366,Ses01M_impro07_F000,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F000.wav,15039,0.9399375,False,0.394256591796875
iemocap_train_00367,Ses01M_impro07_F001,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F001.wav,114720,7.17,False,1.0
iemocap_train_00368,Ses01M_impro07_F003,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F003.wav,44000,2.75,False,1.0
iemocap_train_00369,Ses01M_impro07_F004,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F004.wav,44319,2.7699375,False,1.0
iemocap_train_00370,Ses01M_impro07_F005,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F005.wav,56800,3.55,False,1.0
iemocap_train_00371,Ses01M_impro07_F006,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F006.wav,75239,4.7024375,False,1.0
iemocap_train_00372,Ses01M_impro07_F007,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F007.wav,66200,4.1375,False,1.0
iemocap_train_00373,Ses01M_impro07_F008,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F008.wav,39360,2.46,False,0.582855224609375
iemocap_train_00374,Ses01M_impro07_F009,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F009.wav,79939,4.9961875,False,1.0
iemocap_train_00375,Ses01M_impro07_F010,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F010.wav,22880,1.43,False,0.262176513671875
iemocap_train_00376,Ses01M_impro07_F011,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F011.wav,95359,5.9599375,False,0.430511474609375
iemocap_train_00377,Ses01M_impro07_F012,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F012.wav,59359,3.7099375,False,0.309814453125
iemocap_train_00378,Ses01M_impro07_F013,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F013.wav,54239,3.3899375,False,0.315887451171875
iemocap_train_00379,Ses01M_impro07_F014,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F014.wav,180280,11.2675,False,1.0
iemocap_train_00380,Ses01M_impro07_F015,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F015.wav,63960,3.9975,False,0.596099853515625
iemocap_train_00381,Ses01M_impro07_F016,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F016.wav,99839,6.2399375,False,0.647369384765625
iemocap_train_00382,Ses01M_impro07_F018,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F018.wav,76000,4.75,False,0.65411376953125
iemocap_train_00383,Ses01M_impro07_F020,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F020.wav,65600,4.1,False,0.290985107421875
iemocap_train_00384,Ses01M_impro07_F021,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F021.wav,116199,7.2624375,False,0.35333251953125
iemocap_train_00385,Ses01M_impro07_F022,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F022.wav,84159,5.2599375,False,0.882659912109375
iemocap_train_00386,Ses01M_impro07_F023,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F023.wav,43680,2.73,False,0.24603271484375
iemocap_train_00387,Ses01M_impro07_F024,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F024.wav,39920,2.495,False,0.3260498046875
iemocap_train_00388,Ses01M_impro07_F025,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F025.wav,57680,3.605,False,0.999969482421875
iemocap_train_00389,Ses01M_impro07_F026,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F026.wav,83359,5.2099375,False,1.0
iemocap_train_00390,Ses01M_impro07_F027,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F027.wav,185920,11.62,False,1.0
iemocap_train_00391,Ses01M_impro07_F033,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F033.wav,37599,2.3499375,False,0.218658447265625
iemocap_train_00392,Ses01M_impro07_F034,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F034.wav,164919,10.3074375,False,0.881591796875
iemocap_train_00393,Ses01M_script01_1_F004,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F004.wav,37812,2.36325,False,0.112823486328125
iemocap_train_00394,Ses01M_script01_1_F005,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F005.wav,49816,3.1135,False,0.12835693359375
iemocap_train_00395,Ses01M_script01_1_F006,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F006.wav,35411,2.2131875,False,0.059783935546875
iemocap_train_00396,Ses01M_script01_1_F008,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F008.wav,80132,5.00825,False,0.28411865234375
iemocap_train_00397,Ses01M_script01_1_F011,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F011.wav,54625,3.4140625,False,0.276763916015625
iemocap_train_00398,Ses01M_script01_1_F014,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F014.wav,100533,6.2833125,False,0.91864013671875
iemocap_train_00399,Ses01M_script01_1_F015,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F015.wav,180880,11.305,False,0.8380126953125
iemocap_train_00400,Ses01M_script01_1_F016,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F016.wav,109920,6.87,False,1.0
iemocap_train_00401,Ses01M_script01_1_F017,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F017.wav,32600,2.0375,False,0.1365966796875
iemocap_train_00402,Ses01M_script01_1_F020,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F020.wav,58720,3.67,False,0.999969482421875
iemocap_train_00403,Ses01M_script01_1_F023,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F023.wav,123779,7.7361875,False,1.0
iemocap_train_00404,Ses01M_script01_1_F024,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F024.wav,208800,13.05,True,1.0
