pc1,pc2,emotion_4class,speaker_id
13.635247,14.085038,happy,Ses02F
12.094639,9.259826,happy,Ses02F
-17.387897,15.192339,happy,Ses02F
-25.746119,20.44984,happy,Ses02F
-14.015123,13.478061,happy,Ses02F
16.343008,7.976959,neutral,Ses02F
2.7464614,13.12975,neutral,Ses02F
0.5153024,13.450379,neutral,Ses02F
1.2608181,7.245154,neutral,Ses02F
6.2281704,11.697315,neutral,Ses02F
-29.427095,8.348861,neutral,Ses02F
-15.788136,13.343296,neutral,Ses02F
-1.6965567,7.716923,neutral,Ses02F
-22.873857,6.0625014,neutral,Ses02F
23.658535,-3.2604153,sad,Ses02F
-17.380144,14.567742,neutral,Ses02F
-54.068714,-0.8660149,neutral,Ses02F
2.4214413,4.0216775,neutral,Ses02F
-28.626293,9.191016,neutral,Ses02F
-27.418512,3.202803,neutral,Ses02F
-6.529679,7.527132,neutral,Ses02F
23.42255,2.417869,neutral,Ses02F
-4.0445476,8.5113535,neutral,Ses02F
16.874287,6.8809924,neutral,Ses02F
-63.79459,-5.632538,neutral,Ses02F
-24.95786,15.081571,neutral,Ses02F
-43.02717,8.133063,neutral,Ses02F
-33.01218,8.559164,neutral,Ses02F
-73.03851,-4.849177,neutral,Ses02F
12.453493,8.821644,neutral,Ses02F
28.237116,-3.4588945,neutral,Ses02F
21.991787,3.0985389,neutral,Ses02F
-66.49604,-3.337542,neutral,Ses02F
-13.81923,14.227859,neutral,Ses02F
-24.94092,9.531637,neutral,Ses02F
14.380467,10.721771,neutral,Ses02F
-25.694122,12.619861,neutral,Ses02F
20.027227,3.212263,neutral,Ses02F
-46.460835,4.983801,neutral,Ses02F
2.1820579,8.541877,neutral,Ses02F
18.745615,4.928687,neutral,Ses02F
4.6173124,15.313512,neutral,Ses02F
5.1252384,11.005389,neutral,Ses02F
-35.704124,10.067434,neutral,Ses02F
-27.21675,14.825949,neutral,Ses02F
-29.102154,19.079796,neutral,Ses02F
-51.3323,6.0527945,neutral,Ses02F
8.493545,-4.9298553,sad,Ses02F
12.313371,-9.642,sad,Ses02F
7.0035906,-7.8647637,sad,Ses02F
28.575197,-9.243087,sad,Ses02F
25.137331,-7.6907315,sad,Ses02F
33.105072,-10.586349,sad,Ses02F
2.8754497,-5.03681,sad,Ses02F
15.721022,-1.7081425,sad,Ses02F
26.521063,-6.9796424,sad,Ses02F
27.54271,-11.50968,sad,Ses02F
2.8379993,-2.4759564,sad,Ses02F
20.18182,-4.1266365,sad,Ses02F
20.262156,-6.909954,sad,Ses02F
26.76999,-10.434444,sad,Ses02F
25.581188,-4.9826016,sad,Ses02F
27.452585,-10.989238,sad,Ses02F
28.42898,-13.806652,sad,Ses02F
10.797111,17.732756,happy,Ses02F
-6.9979243,15.283424,happy,Ses02F
11.125773,10.878745,happy,Ses02F
12.825205,14.207237,happy,Ses02F
18.273157,5.4038424,happy,Ses02F
9.231153,17.760418,happy,Ses02F
-47.07148,16.590244,happy,Ses02F
18.016464,6.952419,happy,Ses02F
18.002592,10.178649,happy,Ses02F
-10.184948,20.709257,happy,Ses02F
16.9835,10.28276,happy,Ses02F
18.697508,9.91471,happy,Ses02F
9.350229,14.571906,happy,Ses02F
-2.443403,15.793748,happy,Ses02F
16.237213,11.448315,happy,Ses02F
14.18513,9.560325,happy,Ses02F
-7.149381,10.944811,happy,Ses02F
-43.225445,9.693018,happy,Ses02F
14.384198,12.02443,happy,Ses02F
1.0951233,13.186549,happy,Ses02F
18.368023,6.241298,happy,Ses02F
7.817557,17.328512,happy,Ses02F
-4.2585173,9.224901,happy,Ses02F
14.838664,10.124701,happy,Ses02F
-22.884947,18.82173,happy,Ses02F
17.321722,10.867634,happy,Ses02F
13.3188305,14.00406,happy,Ses02F
-16.136808,13.502424,happy,Ses02F
-2.0232065,5.994538,happy,Ses02F
-26.591991,21.494818,happy,Ses02F
-32.095787,22.315226,happy,Ses02F
-33.867218,19.990969,happy,Ses02F
8.932892,8.471229,neutral,Ses02F
-28.984884,23.834387,neutral,Ses02F
-17.5172,18.797915,neutral,Ses02F
-39.583607,9.396832,neutral,Ses02F
-7.632497,13.245153,neutral,Ses02F
24.394247,-0.89316773,happy,Ses02F
24.467138,2.5822484,happy,Ses02F
22.498224,0.7379113,neutral,Ses02F
22.727947,2.2791736,neutral,Ses02F
22.717695,2.1516163,neutral,Ses02F
-0.68323034,11.982294,happy,Ses02F
18.773184,-5.200687,happy,Ses02F
5.4152884,-0.6473267,neutral,Ses02F
1.4038432,8.230579,neutral,Ses02F
-16.787374,13.530297,neutral,Ses02F
2.209815,10.397005,neutral,Ses02F
-1.0331308,7.4365973,neutral,Ses02F
-3.2760875,12.262995,angry,Ses02F
1.2133828,12.7965975,angry,Ses02F
17.0135,3.2913938,angry,Ses02F
7.8476167,12.280763,angry,Ses02F
3.0397112,14.975365,angry,Ses02F
8.658611,11.186199,angry,Ses02F
11.611176,6.6276364,angry,Ses02F
10.765357,6.9735913,angry,Ses02F
22.24139,-2.517899,sad,Ses02F
14.422574,8.556667,angry,Ses02F
-9.652759,14.939594,angry,Ses02F
7.7990403,3.4314408,angry,Ses02F
14.092783,8.122285,angry,Ses02F
9.943469,14.756867,angry,Ses02F
-6.268821,16.38043,angry,Ses02F
-47.735012,11.482773,angry,Ses02F
-8.330753,19.969997,sad,Ses02F
14.579959,7.440744,happy,Ses02F
-1.6180801,0.4887088,happy,Ses02F
-14.497501,-3.4474514,happy,Ses02F
5.612408,2.8616443,happy,Ses02F
3.8598409,3.9961152,neutral,Ses02F
1.5950438,-1.8834331,happy,Ses02F
3.9806488,-0.99115825,happy,Ses02F
19.141499,2.3800755,happy,Ses02F
-28.153131,-8.695369,sad,Ses02F
11.229389,-5.352692,sad,Ses02F
11.858807,-4.274425,sad,Ses02F
-35.9441,-4.2575827,sad,Ses02F
-41.257404,6.5520873,sad,Ses02F
7.428772,4.4552255,happy,Ses02F
24.102404,0.7816239,neutral,Ses02F
20.201807,-0.05556174,neutral,Ses02F
24.44187,-4.875299,neutral,Ses02F
22.221596,1.1050494,neutral,Ses02F
21.370192,0.30563873,neutral,Ses02F
19.753256,5.675609,sad,Ses02F
28.72474,-2.728614,neutral,Ses02F
-60.073406,2.6339333,angry,Ses02F
21.729828,0.468507,neutral,Ses02F
26.895239,-4.4906335,neutral,Ses02F
-49.133453,14.964878,angry,Ses02F
-14.134852,20.463575,angry,Ses02F
-80.06054,0.3327178,angry,Ses02F
-35.020844,17.470032,angry,Ses02F
-20.201666,7.178174,sad,Ses02F
-41.20248,1.6310176,sad,Ses02F
-42.865204,1.0203197,sad,Ses02F
-41.64312,8.193663,sad,Ses02F
-21.650229,20.05006,sad,Ses02F
-10.370129,7.8851185,sad,Ses02F
29.732758,-6.2172527,sad,Ses02F
28.642096,-4.145173,sad,Ses02F
-16.544252,17.651861,sad,Ses02F
-45.625477,-14.920492,sad,Ses02F
6.3360047,10.27172,happy,Ses02F
-37.47722,12.41392,sad,Ses02F
18.056353,-6.153667,happy,Ses02F
19.016634,-1.3799155,sad,Ses02F
25.870628,-5.766654,happy,Ses02F
27.25218,-5.5297194,neutral,Ses02F
11.054519,9.283204,happy,Ses02F
12.963417,11.614728,happy,Ses02F
-5.486758,16.018446,happy,Ses02F
12.103009,5.1401916,happy,Ses02F
-0.98819315,8.812131,happy,Ses02F
22.517357,1.0161797,happy,Ses02F
14.867446,6.1804137,sad,Ses02F
14.957399,1.1887447,happy,Ses02F
-14.674279,13.276119,happy,Ses02F
-29.123419,12.127281,happy,Ses02F
14.197044,1.9397109,happy,Ses02F
-16.269867,21.637634,happy,Ses02F
-42.12555,9.7760315,happy,Ses02F
-9.35071,14.396505,happy,Ses02F
13.918661,3.1987138,happy,Ses02F
4.27184,10.821417,happy,Ses02F
4.0285125,14.276418,happy,Ses02F
-9.84017,10.59373,neutral,Ses02F
-10.840228,16.43008,neutral,Ses02F
21.448135,3.6876369,neutral,Ses02F
3.714556,15.049133,neutral,Ses02F
-17.466656,20.393602,neutral,Ses02F
23.018202,-3.426138,neutral,Ses02F
-2.862699,7.8007536,neutral,Ses02F
12.693138,3.9494734,neutral,Ses02F
23.664068,1.9917113,angry,Ses02F
-5.149852,8.641635,neutral,Ses02F
16.863432,8.47109,angry,Ses02F
-29.251215,13.890072,angry,Ses02F
10.874947,-2.3124151,neutral,Ses02F
13.62164,10.885239,angry,Ses02F
-15.7716675,20.250647,angry,Ses02F
10.979898,13.891042,angry,Ses02F
-26.69473,18.925892,angry,Ses02F
-39.429928,21.464079,angry,Ses02F
-14.137198,20.063307,angry,Ses02F
13.118632,11.564576,angry,Ses02F
-89.616104,5.1657186,angry,Ses02F
-8.328514,15.766896,angry,Ses02F
24.543423,-2.6506376,neutral,Ses02M
-0.50073975,-12.856984,neutral,Ses02M
19.056398,-7.5348163,neutral,Ses02M
23.4596,-3.144756,neutral,Ses02M
-12.063272,2.501752,angry,Ses02M
11.773882,7.392628,angry,Ses02M
-38.4746,-30.640757,sad,Ses02M
27.761478,-12.386022,sad,Ses02M
11.988348,-4.293371,neutral,Ses02M
-22.579332,14.270793,happy,Ses02M
4.3272243,14.226056,happy,Ses02M
-11.220371,6.36205,happy,Ses02M
-4.224336,21.81636,happy,Ses02M
0.7731619,9.371417,happy,Ses02M
-14.321468,10.025624,happy,Ses02M
-14.976193,3.4707453,neutral,Ses02M
24.193596,-3.8699617,neutral,Ses02M
-0.48756972,4.491363,neutral,Ses02M
10.57239,1.4783335,neutral,Ses02M
23.551693,-4.942996,neutral,Ses02M
-0.5368324,4.5385027,neutral,Ses02M
-40.877472,-4.0125084,happy,Ses02M
-13.6331835,-4.879092,happy,Ses02M
4.189384,0.23198743,happy,Ses02M
-44.853683,-10.648233,happy,Ses02M
-13.535082,15.306504,happy,Ses02M
-10.304608,4.733269,happy,Ses02M
17.927168,-6.932466,happy,Ses02M
-0.980572,-1.8645701,neutral,Ses02M
-16.811996,1.3459512,neutral,Ses02M
9.634341,-1.0601287,neutral,Ses02M
-55.105167,-24.276217,neutral,Ses02M
-24.879475,-8.779515,neutral,Ses02M
-26.38205,-4.1160727,neutral,Ses02M
-23.58047,-0.75985134,neutral,Ses02M
-2.2608197,-5.7514234,neutral,Ses02M
-3.6240256,-5.9352074,neutral,Ses02M
-31.64382,-17.292437,neutral,Ses02M
-9.745074,-4.0661325,neutral,Ses02M
-64.7626,-13.062937,neutral,Ses02M
-54.36668,-25.602324,neutral,Ses02M
-53.17269,-22.982779,neutral,Ses02M
28.097155,-4.7244635,neutral,Ses02M
20.398952,0.17405488,neutral,Ses02M
-28.626093,-17.25722,neutral,Ses02M
-1.677917,-2.5211515,neutral,Ses02M
0.74150217,-3.3824172,neutral,Ses02M
-22.220095,-14.506314,neutral,Ses02M
-13.383416,-3.67802,neutral,Ses02M
-22.354074,-8.997863,neutral,Ses02M
-20.921814,-6.615672,neutral,Ses02M
1.5837698,-4.310635,neutral,Ses02M
-37.024235,-9.646082,neutral,Ses02M
-20.261372,-3.4686692,neutral,Ses02M
-26.696129,-10.156914,neutral,Ses02M
-2.7381136,2.7636847,neutral,Ses02M
-23.473974,-5.80477,neutral,Ses02M
-25.753756,-6.9771476,neutral,Ses02M
-51.87843,-23.47129,neutral,Ses02M
1.2982877,-0.13031043,neutral,Ses02M
-18.0597,-8.036595,neutral,Ses02M
19.466608,0.7012611,neutral,Ses02M
-53.776897,-19.057823,neutral,Ses02M
2.2025864,7.4197836,neutral,Ses02M
19.131706,-0.3626908,neutral,Ses02M
-48.91422,-24.271935,neutral,Ses02M
-43.02877,-29.561224,neutral,Ses02M
-1.709374,-8.612497,neutral,Ses02M
22.349722,-9.894862,neutral,Ses02M
10.220899,-13.786493,neutral,Ses02M
20.227228,-6.4620667,neutral,Ses02M
29.6623,-11.741636,neutral,Ses02M
-8.422839,-16.424332,neutral,Ses02M
-5.8629565,-17.475193,neutral,Ses02M
24.04254,-12.858275,neutral,Ses02M
-20.22482,-23.655027,neutral,Ses02M
7.418577,-13.919915,neutral,Ses02M
-19.926737,-27.093945,neutral,Ses02M
-3.121607,-16.352615,neutral,Ses02M
-18.329512,-19.354013,neutral,Ses02M
1.7979517,-13.429694,neutral,Ses02M
-31.174068,-36.94088,neutral,Ses02M
23.576336,-10.634032,neutral,Ses02M
-11.020909,-21.67227,neutral,Ses02M
20.069332,-1.0529464,neutral,Ses02M
-14.881954,-18.806957,neutral,Ses02M
-25.760408,-48.36385,neutral,Ses02M
5.744226,-13.320456,neutral,Ses02M
13.408234,1.45359,neutral,Ses02M
15.421291,-2.333933,happy,Ses02M
14.014207,11.417695,happy,Ses02M
16.60777,10.11481,happy,Ses02M
21.59384,-0.31057617,happy,Ses02M
-26.385729,21.144161,happy,Ses02M
6.240438,10.703478,happy,Ses02M
25.971306,-2.933033,happy,Ses02M
24.203613,0.247573,happy,Ses02M
25.338703,-1.3419511,happy,Ses02M
10.0699835,-0.40401477,happy,Ses02M
20.820866,1.1948365,happy,Ses02M
26.744411,-3.517858,neutral,Ses02M
-11.314977,0.03854547,happy,Ses02M
22.040625,-2.6600034,happy,Ses02M
15.619072,3.0885327,happy,Ses02M
25.985197,-4.154913,happy,Ses02M
17.453854,6.22804,happy,Ses02M
-33.87162,-2.2500713,happy,Ses02M
-8.778272,3.70116,happy,Ses02M
11.732443,-0.5449272,happy,Ses02M
29.838877,-8.094656,neutral,Ses02M
-11.899534,3.717741,neutral,Ses02M
21.394163,-2.7767434,neutral,Ses02M
-39.05178,-8.425245,neutral,Ses02M
23.816751,-4.802756,neutral,Ses02M
-14.869329,-3.0569847,neutral,Ses02M
2.062496,-5.2438946,neutral,Ses02M
24.272135,-6.405407,neutral,Ses02M
17.732365,-1.892307,neutral,Ses02M
3.9642818,-7.141534,neutral,Ses02M
-19.156504,5.121825,neutral,Ses02M
-7.504076,-1.0439162,neutral,Ses02M
13.173971,-3.2485461,neutral,Ses02M
27.71069,-9.402053,neutral,Ses02M
-47.858692,-18.094162,angry,Ses02M
-15.229109,6.627346,angry,Ses02M
22.978912,-10.843916,neutral,Ses02M
9.338801,2.592026,angry,Ses02M
17.622503,0.8051651,angry,Ses02M
22.901632,-1.3566844,angry,Ses02M
-33.917595,-33.810074,sad,Ses02M
25.830717,-9.714879,neutral,Ses02M
3.700025,1.9304181,angry,Ses02M
3.220541,3.7570317,angry,Ses02M
-28.081205,-2.3743122,angry,Ses02M
20.463493,-7.702915,neutral,Ses02M
22.653534,-6.402216,neutral,Ses02M
14.934571,-11.312819,neutral,Ses02M
4.446478,5.052122,neutral,Ses02M
-13.746431,6.5208535,neutral,Ses02M
15.638591,2.8941178,neutral,Ses02M
24.663973,-7.528869,neutral,Ses02M
20.509382,-1.8835026,neutral,Ses02M
21.946194,-5.8048916,neutral,Ses02M
18.843462,-2.7737694,neutral,Ses02M
12.415759,4.6235085,angry,Ses02M
13.008861,5.816437,angry,Ses02M
-3.6512287,7.753973,angry,Ses02M
23.946625,-7.924191,neutral,Ses02M
-24.72011,-17.788002,happy,Ses02M
17.41627,-10.91505,sad,Ses02M
7.044291,-8.972672,sad,Ses02M
22.680561,-9.617729,sad,Ses02M
-11.744586,-12.851083,sad,Ses02M
24.192501,-8.907097,sad,Ses02M
26.629072,-10.503731,sad,Ses02M
0.72863716,-7.507395,sad,Ses02M
-36.92198,-37.67902,sad,Ses02M
-24.224068,-14.786223,sad,Ses02M
-37.577873,-33.63318,sad,Ses02M
-36.451176,-26.193548,sad,Ses02M
-35.478558,-32.164223,sad,Ses02M
-38.668407,-31.151455,sad,Ses02M
-34.618023,-27.303541,sad,Ses02M
-19.345764,-20.527506,sad,Ses02M
11.02942,-7.6673684,happy,Ses02M
4.871416,-4.6392136,happy,Ses02M
-5.9508457,-11.9548435,happy,Ses02M
26.707436,-3.678869,happy,Ses02M
1.4515136,-7.270605,happy,Ses02M
2.106468,-7.535518,happy,Ses02M
-24.986542,-10.90291,happy,Ses02M
26.281126,-7.749634,neutral,Ses02M
-16.704643,-9.551561,neutral,Ses02M
-2.8947952,-0.653738,neutral,Ses02M
-2.977461,-4.6134305,neutral,Ses02M
0.008784576,-7.690746,happy,Ses02M
-6.354177,-3.169993,happy,Ses02M
0.75218,-5.0668354,happy,Ses02M
24.194603,-4.2578444,neutral,Ses02M
29.20575,-5.5424166,neutral,Ses02M
23.915777,-4.858811,neutral,Ses02M
-14.386707,-7.954605,neutral,Ses02M
-34.662693,4.1071424,happy,Ses02M
-38.728615,-12.407214,happy,Ses02M
7.7303615,3.9560914,happy,Ses02M
-33.805637,-9.195533,happy,Ses02M
-3.2810175,0.23060715,neutral,Ses02M
18.814524,1.1354734,neutral,Ses02M
4.7355766,-5.709366,happy,Ses02M
-23.383478,-11.101719,happy,Ses02M
-53.80066,-22.959724,happy,Ses02M
-37.839767,-12.915108,happy,Ses02M
-28.42519,-13.035779,happy,Ses02M
2.0096543,-6.7340765,happy,Ses02M
23.891897,-7.9876084,neutral,Ses02M
24.82955,-6.4211097,neutral,Ses02M
21.630758,-5.032156,happy,Ses02M
25.024412,-5.5343394,neutral,Ses02M
0.733923,-3.2412946,neutral,Ses02M
15.57216,2.1893961,neutral,Ses02M
-6.2207484,-15.312934,neutral,Ses02M
-38.587826,-12.934553,neutral,Ses02M
19.18377,-5.097924,neutral,Ses02M
22.134869,-3.8122184,neutral,Ses02M
7.569127,0.28336546,neutral,Ses02M
-3.2603927,-1.0315528,neutral,Ses02M
-9.708549,-3.216027,neutral,Ses02M
22.62647,-4.325596,neutral,Ses02M
-31.7507,-13.827828,neutral,Ses02M
-4.4793153,-1.2179172,neutral,Ses02M
-4.66356,-2.6552918,neutral,Ses02M
21.880762,-5.0160413,neutral,Ses02M
21.06126,-2.164221,neutral,Ses02M
-53.793785,-5.5020695,angry,Ses02M
-52.53351,-26.249197,sad,Ses02M
26.78936,-6.0204844,neutral,Ses02M
28.042698,-6.03456,neutral,Ses02M
24.719135,-8.803221,sad,Ses02M
23.266386,-8.916003,sad,Ses02M
17.109701,-7.608939,sad,Ses02M
3.6526854,-11.06712,sad,Ses02M
-5.7663784,-3.676635,happy,Ses02M
23.81503,-6.1967854,happy,Ses02M
25.334467,-9.021932,happy,Ses02M
7.959064,-10.145297,happy,Ses02M
28.38465,-13.096168,happy,Ses02M
28.067131,-6.02424,neutral,Ses02M
22.822704,-0.64346105,neutral,Ses02M
0.9299316,-2.5903888,neutral,Ses02M
18.761023,0.478868,neutral,Ses02M
-1.3104025,-0.9383502,neutral,Ses02M
22.461529,-5.605837,neutral,Ses02M
5.426047,-4.055635,neutral,Ses02M
11.394171,-1.7578175,neutral,Ses02M
-25.015491,-4.6301494,neutral,Ses02M
5.7208643,-1.7531669,neutral,Ses02M
14.297191,-2.2767408,neutral,Ses02M
26.229588,-5.252422,neutral,Ses02M
6.2075267,-0.10176699,neutral,Ses02M
21.211533,-5.790691,neutral,Ses02M
8.775034,-0.5643749,happy,Ses02M
-13.460754,3.5084696,happy,Ses02M
14.763698,-3.002654,neutral,Ses02M
-52.906616,-26.118889,happy,Ses02M
-4.7488174,0.18860993,happy,Ses02M
-43.40415,-15.374676,neutral,Ses02M
15.289121,-4.067893,neutral,Ses02M
-5.7001987,0.2377673,neutral,Ses02M
18.099026,1.0762979,neutral,Ses02M
-10.089389,2.3423767,neutral,Ses02M
21.22068,-4.1566744,neutral,Ses02M
11.093127,5.5004716,happy,Ses02M
21.118158,-5.732271,neutral,Ses02M
1.2646747,-5.205304,neutral,Ses02M
4.685405,-1.2654495,neutral,Ses02M
6.8311768,5.120569,neutral,Ses02M
21.233164,5.6127696,angry,Ses02M
16.532303,5.3328705,angry,Ses02M
2.113832,-0.9850736,neutral,Ses02M
8.643948,-4.6021667,neutral,Ses02M
-10.449049,4.2929907,angry,Ses02M
13.315239,4.343056,angry,Ses02M
-5.3793736,5.444376,angry,Ses02M
20.101562,-2.736182,angry,Ses02M
9.325766,4.432719,angry,Ses02M
19.92082,5.30975,angry,Ses02M
13.756115,8.922966,angry,Ses02M
-37.626274,10.895976,angry,Ses02M
14.529998,8.812501,angry,Ses02M
18.498093,6.5559716,angry,Ses02M
17.649155,6.0579796,angry,Ses02M
16.75812,6.668921,angry,Ses02M
1.7830274,14.882565,angry,Ses02M
-14.4076185,15.996545,angry,Ses02M
15.640958,-3.425032,neutral,Ses02M
21.051283,-6.430121,neutral,Ses02M
11.589016,-3.578187,neutral,Ses02M
8.06972,-3.7806723,neutral,Ses02M
7.9099183,3.773155,neutral,Ses02M
-35.210747,-5.4057107,angry,Ses02M
14.915951,4.5799313,angry,Ses02M
-39.453346,14.426336,angry,Ses02M
-34.29769,7.0271544,angry,Ses02M
14.046708,9.222988,angry,Ses02M
-33.14493,5.2746215,angry,Ses02M
-44.643986,-0.49913055,angry,Ses02M
-10.692454,-20.573187,sad,Ses02M
2.9892917,-7.819503,sad,Ses02M
30.22886,-8.838765,sad,Ses02M
24.078955,-8.596158,sad,Ses02M
-4.9895735,-10.350212,sad,Ses02M
-17.904263,-20.60663,sad,Ses02M
-19.798481,-19.84339,sad,Ses02M
-12.2317295,-19.14073,neutral,Ses02M
5.861573,-8.778201,sad,Ses02M
-27.375683,-41.76143,sad,Ses02M
18.24848,-2.9974415,happy,Ses02M
6.03424,3.4773133,happy,Ses02M
0.9425992,7.3542643,happy,Ses02M
-15.569855,11.261622,happy,Ses02M
-11.817836,-0.18035822,happy,Ses02M
-22.92423,-6.2045927,happy,Ses02M
7.8283772,-2.526364,happy,Ses02M
25.365868,0.49204442,happy,Ses02M
19.83996,4.7140403,happy,Ses02M
19.487394,2.299675,happy,Ses02M
19.281815,3.545761,happy,Ses02M
-0.7214256,3.9189198,happy,Ses02M
17.357323,6.9215245,happy,Ses02M
21.02111,-0.16308175,happy,Ses02M
-6.5256286,0.9763629,happy,Ses02M
-1.2599448,0.49015555,happy,Ses02M
-23.079454,1.7960153,happy,Ses02M
24.531332,-2.3015192,happy,Ses02M
-29.438145,-5.055162,happy,Ses02M
23.222208,-5.871294,happy,Ses02M
3.7453501,0.4194988,happy,Ses02M
31.308022,-9.004408,happy,Ses02M
-2.4381318,-4.9637218,sad,Ses02M
3.2255285,7.485536,angry,Ses02M
19.521446,-14.188287,sad,Ses02M
25.849371,-5.973119,neutral,Ses02M
-2.3263602,0.37530556,neutral,Ses02M
-5.837154,-0.048309278,neutral,Ses02M
-1.820663,5.055218,neutral,Ses02M
-35.468216,7.0675907,angry,Ses02M
-32.259296,7.758306,angry,Ses02M
-16.096968,5.291765,angry,Ses02M
-15.679066,12.688779,angry,Ses02M
-19.682901,8.735833,angry,Ses02M
26.18871,-12.4844265,sad,Ses02M
10.102017,-11.531273,sad,Ses02M
-33.739193,-35.410496,sad,Ses02M
-9.726081,-18.083393,sad,Ses02M
-26.419592,-39.302208,sad,Ses02M
-14.190959,-23.428055,sad,Ses02M
-29.47915,-39.65832,sad,Ses02M
-3.3329003,-16.180239,sad,Ses02M
-3.4422684,-18.274343,sad,Ses02M
-30.51058,-39.054787,sad,Ses02M
15.414446,-13.091412,sad,Ses02M
-7.254737,-20.660093,sad,Ses02M
18.639708,-8.217577,sad,Ses02M
4.5516157,-14.968125,sad,Ses02M
7.542987,-12.310025,sad,Ses02M
-2.8942244,-24.596878,sad,Ses02M
-34.716877,-30.636873,sad,Ses02M
-30.266031,-42.686115,sad,Ses02M
22.417202,-11.571857,sad,Ses02M
-13.804759,-28.16029,sad,Ses02M
25.661953,-10.911854,sad,Ses02M
6.8471355,-16.694376,sad,Ses02M
27.02249,-13.495174,sad,Ses02M
23.333696,-14.5983925,sad,Ses02M
17.623545,5.968599,happy,Ses02M
10.80364,10.391958,happy,Ses02M
-10.255173,8.162606,happy,Ses02M
20.750101,4.5199523,happy,Ses02M
-15.885266,1.8732495,happy,Ses02M
22.387695,2.04712,happy,Ses02M
16.154268,5.284541,happy,Ses02M
20.892115,2.889632,happy,Ses02M
1.2654555,12.099716,happy,Ses02M
1.908667,2.768064,happy,Ses02M
3.1036437,3.5469697,happy,Ses02M
24.642601,1.3290555,happy,Ses02M
15.406965,5.180118,happy,Ses02M
-5.338279,5.38924,happy,Ses02M
-7.4648194,0.7760802,happy,Ses02M
20.207842,1.3333067,happy,Ses02M
-29.459873,0.4326682,happy,Ses02M
14.141195,0.8643072,happy,Ses02M
-25.956934,-3.9561145,happy,Ses02M
-37.89114,-10.413422,happy,Ses02M
-33.586277,2.1439679,happy,Ses02M
20.444143,0.5162222,happy,Ses02M
-34.52624,-2.8858833,happy,Ses02M
4.0050488,-3.2059736,happy,Ses02M
17.634972,-2.8450365,neutral,Ses02M
-4.7720985,3.8147137,neutral,Ses02M
-44.155777,-14.73815,neutral,Ses02M
8.111915,4.175505,neutral,Ses02M
13.4031925,7.095605,neutral,Ses02M
-0.9148175,-0.34892055,neutral,Ses02M
5.8871865,4.1423893,neutral,Ses02M
-12.956432,1.621254,neutral,Ses02M
19.62499,0.4550297,neutral,Ses02M
-34.93551,-14.599125,neutral,Ses02M
-6.687509,-1.443202,neutral,Ses02M
11.570773,3.0540695,neutral,Ses02M
13.870662,2.7924752,neutral,Ses02M
-28.401413,-8.0065155,neutral,Ses02M
14.764547,-2.6601005,neutral,Ses02M
24.187164,-1.2690661,neutral,Ses02M
24.878716,-0.71752673,neutral,Ses02M
0.9990746,0.09531642,neutral,Ses02M
-20.940214,-7.4663415,neutral,Ses02M
-15.878322,-10.97861,neutral,Ses02M
24.903193,-5.812192,neutral,Ses02M
21.938623,-2.0648751,neutral,Ses02M
19.601439,2.9278452,neutral,Ses02M
-42.484398,-17.660793,neutral,Ses02M
6.226645,-2.775224,neutral,Ses02M
8.152165,-1.4688401,neutral,Ses02M
-7.903024,-4.609416,neutral,Ses02M
-40.801605,-19.40983,neutral,Ses02M
1.2350792,1.2333162,neutral,Ses02M
8.898132,-5.722921,neutral,Ses02M
0.57767344,-9.478672,sad,Ses02M
10.747582,-11.695272,sad,Ses02M
19.078943,-10.075879,sad,Ses02M
21.918701,-3.810914,angry,Ses02M
-16.755144,9.888267,angry,Ses02M
11.199125,-8.706304,neutral,Ses02M
28.164219,-11.549431,neutral,Ses02M
22.646614,-10.11016,neutral,Ses02M
8.931334,4.2512536,angry,Ses02M
-51.258743,-23.985552,angry,Ses02M
21.959654,-0.9432118,angry,Ses02M
20.995632,-6.368258,neutral,Ses02M
-3.011447,-4.8323836,neutral,Ses02M
-12.153269,-11.906273,sad,Ses02M
4.8750024,-8.499805,sad,Ses02M
-0.18607427,-6.3495035,sad,Ses02M
-4.808528,5.609667,angry,Ses02M
-2.5904853,6.4829044,angry,Ses02M
-32.17653,1.4819839,angry,Ses02M
18.200869,-7.326293,sad,Ses02M
6.6297307,3.5420582,neutral,Ses02M
14.706671,4.397942,neutral,Ses02M
24.133747,-6.997532,neutral,Ses02M
19.476776,-1.810434,neutral,Ses02M
13.3588295,1.3241495,angry,Ses02M
10.42205,5.3800135,angry,Ses02M
13.8484745,-5.4322553,happy,Ses02M
-33.197483,-17.22898,happy,Ses02M
9.302204,-4.540694,happy,Ses02M
9.144777,7.274176,happy,Ses02M
4.5284634,-3.3159688,sad,Ses02M
16.35611,-13.390781,sad,Ses02M
3.154792,-9.890729,sad,Ses02M
13.954341,-14.557186,sad,Ses02M
18.820812,-13.999016,sad,Ses02M
-10.397184,-14.019238,sad,Ses02M
-38.19005,-33.596153,sad,Ses02M
-32.686745,-16.160433,sad,Ses02M
-34.20022,-37.29966,sad,Ses02M
-40.1385,-30.13402,sad,Ses02M
-31.831993,-30.895506,sad,Ses02M
-36.301945,-30.812325,sad,Ses02M
-38.619514,-32.814293,sad,Ses02M
-26.944035,-41.708027,sad,Ses02M
15.872663,-12.831385,neutral,Ses02M
11.418276,-4.9192863,happy,Ses02M
0.2763113,-2.0613859,happy,Ses02M
