train_sample_id,sample_id,utterance_id,conversation_id,session,speaker_id,gender,original_emotion,emotion,start_time,end_time,eval_duration,valence,arousal,dominance,wav_path,wav_found,duration,sample_rate,channels,transcript,transcript_found,transcript_file,eval_file,is_4class,emotion_4class,emotion_id,valence_norm,arousal_norm,dominance_norm,source_dataset,word_count,transcript_norm_for_match
iemocap_train_05444,iemocap_09777,Ses05M_script02_1_M010,Ses05M_script02_1,Ses05,Ses05M,male,exc,happy,122.91,124.39,1.480000000000004,2.5,4.0,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script02_1/Ses05M_script02_1_M010.wav,True,1.4799375,16000,1,Do you want my jacket?,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05M_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05M_script02_1.txt,True,happy,3,0.375,0.75,0.625,IEMOCAP_full_release,5,do you want my jacket
iemocap_train_01744,iemocap_02429,Ses02F_script02_1_M017,Ses02F_script02_1,Ses02,Ses02M,male,neu,neutral,100.6,102.03,1.4300000000000068,2.5,3.5,3.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M017.wav,True,1.43,16000,1,Do you want my jacket?,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02F_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02F_script02_1.txt,True,neutral,0,0.375,0.625,0.5,IEMOCAP_full_release,5,do you want my jacket
iemocap_train_02838,iemocap_04311,Ses03F_script02_1_M017,Ses03F_script02_1,Ses03,Ses03M,male,neu,neutral,127.4725,130.2863,2.8138000000000147,3.5,3.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M017.wav,True,2.8138125,16000,1,Do you want my jacket?,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03F_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03F_script02_1.txt,True,neutral,0,0.625,0.5,0.375,IEMOCAP_full_release,5,do you want my jacket
iemocap_train_03191,iemocap_05477,Ses03M_script02_1_M017,Ses03M_script02_1,Ses03,Ses03M,male,neu,neutral,134.2864,137.1559,2.8695000000000164,3.0,3.5,3.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M017.wav,True,2.8694375,16000,1,Do you want my jacket?,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03M_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03M_script02_1.txt,True,neutral,0,0.5,0.625,0.5,IEMOCAP_full_release,5,do you want my jacket
iemocap_train_02347,iemocap_04447,Ses03F_script03_1_F009,Ses03F_script03_1,Ses03,Ses03F,female,exc,happy,60.18,63.8793,3.699300000000001,2.5,3.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script03_1/Ses03F_script03_1_F009.wav,True,3.69925,16000,1,Don't laugh at me. I'm serious.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03F_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03F_script03_1.txt,True,happy,3,0.375,0.625,0.375,IEMOCAP_full_release,6,dont laugh at me im serious
iemocap_train_03502,iemocap_06723,Ses04F_script03_1_F011,Ses04F_script03_1,Ses04,Ses04F,female,exc,happy,58.02,60.91,2.889999999999993,2.0,3.0,4.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F011.wav,True,2.8899375,16000,1,Don't laugh at me.  I'm serious.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/transcriptions/Ses04F_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/EmoEvaluation/Ses04F_script03_1.txt,True,happy,3,0.25,0.5,0.875,IEMOCAP_full_release,6,dont laugh at me im serious
iemocap_train_04847,iemocap_09892,Ses05M_script03_1_F011,Ses05M_script03_1,Ses05,Ses05F,female,neu,neutral,71.06,74.02,2.9599999999999937,3.0,2.0,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F011.wav,True,2.9599375,16000,1,Don't laugh at me.  I'm serious.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05M_script03_1.txt,True,neutral,0,0.5,0.25,0.625,IEMOCAP_full_release,6,dont laugh at me im serious
iemocap_train_01285,iemocap_02570,Ses02F_script03_1_F020,Ses02F_script03_1,Ses02,Ses02F,female,hap,happy,140.2,142.43,2.230000000000018,3.3333,2.6667,3.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F020.wav,True,2.23,16000,1,"Elliott, worms don't pop.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02F_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02F_script03_1.txt,True,happy,3,0.583325,0.416675,0.5,IEMOCAP_full_release,4,elliott worms dont pop
iemocap_train_04852,iemocap_09901,Ses05M_script03_1_F020,Ses05M_script03_1,Ses05,Ses05F,female,neu,neutral,159.92,162.76,2.8400000000000034,4.0,2.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F020.wav,True,2.8399375,16000,1,"Elliott, worms don't pop.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05M_script03_1.txt,True,neutral,0,0.75,0.375,0.375,IEMOCAP_full_release,4,elliott worms dont pop
iemocap_train_00161,iemocap_00539,Ses01F_script02_1_F000,Ses01F_script02_1,Ses01,Ses01F,female,neu,neutral,15.14,17.21,2.0700000000000003,2.5,2.0,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F000.wav,True,2.07,16000,1,Fine.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_script02_1.txt,True,neutral,0,0.375,0.25,0.25,IEMOCAP_full_release,1,fine
iemocap_train_01497,iemocap_03313,Ses02M_script02_1_F000,Ses02M_script02_1,Ses02,Ses02F,female,neu,neutral,20.19,21.58,1.389999999999997,2.5,2.5,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_F000.wav,True,1.3899375,16000,1,Fine.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script02_1.txt,True,neutral,0,0.375,0.375,0.25,IEMOCAP_full_release,1,fine
iemocap_train_03461,iemocap_06547,Ses04F_script02_1_F000,Ses04F_script02_1,Ses04,Ses04F,female,neu,neutral,20.66,22.25,1.59,3.0,2.0,1.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_F000.wav,True,1.5899375,16000,1,Fine.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/transcriptions/Ses04F_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/EmoEvaluation/Ses04F_script02_1.txt,True,neutral,0,0.5,0.25,0.125,IEMOCAP_full_release,1,fine
iemocap_train_03696,iemocap_07557,Ses04M_script02_1_F000,Ses04M_script02_1,Ses04,Ses04F,female,neu,neutral,21.14,22.91,1.7699999999999996,2.5,1.5,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F000.wav,True,1.7699375,16000,1,Fine.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/transcriptions/Ses04M_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/EmoEvaluation/Ses04M_script02_1.txt,True,neutral,0,0.375,0.125,0.25,IEMOCAP_full_release,1,fine
iemocap_train_04528,iemocap_08707,Ses05F_script02_1_F000,Ses05F_script02_1,Ses05,Ses05F,female,neu,neutral,22.96,24.8051,1.8450999999999984,2.0,1.5,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_script02_1/Ses05F_script02_1_F000.wav,True,1.8450625,16000,1,Fine.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05F_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05F_script02_1.txt,True,neutral,0,0.25,0.125,0.25,IEMOCAP_full_release,1,fine
iemocap_train_02312,iemocap_04272,Ses03F_script02_1_F000,Ses03F_script02_1,Ses03,Ses03F,female,sad,sad,24.0358,25.2521,1.2163000000000004,3.5,3.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F000.wav,True,1.2163125,16000,1,Fine.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03F_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03F_script02_1.txt,True,sad,2,0.625,0.5,0.375,IEMOCAP_full_release,1,fine
iemocap_train_03283,iemocap_05839,Ses04F_impro02_F024,Ses04F_impro02,Ses04,Ses04F,female,sad,sad,299.14,300.67,1.5300000000000296,1.5,3.0,1.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro02/Ses04F_impro02_F024.wav,True,1.5299375,16000,1,Fine.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/transcriptions/Ses04F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/EmoEvaluation/Ses04F_impro02.txt,True,sad,2,0.125,0.5,0.0,IEMOCAP_full_release,1,fine
iemocap_train_04814,iemocap_09746,Ses05M_script02_1_F000,Ses05M_script02_1,Ses05,Ses05F,female,sad,sad,24.6765,25.82,1.1434999999999995,3.0,2.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script02_1/Ses05M_script02_1_F000.wav,True,1.1434375,16000,1,Fine.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05M_script02_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05M_script02_1.txt,True,sad,2,0.5,0.25,0.375,IEMOCAP_full_release,1,fine
iemocap_train_00433,iemocap_01406,Ses01M_script01_3_F008,Ses01M_script01_3,Ses01,Ses01F,female,neu,neutral,80.64,85.28,4.640000000000001,3.5,2.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_F008.wav,True,4.6399375,16000,1,From her point of view why else would I come?,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01M_script01_3.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01M_script01_3.txt,True,neutral,0,0.625,0.25,0.375,IEMOCAP_full_release,10,from her point of view why else would i come
iemocap_train_01232,iemocap_02331,Ses02F_script01_3_F009,Ses02F_script01_3,Ses02,Ses02F,female,sad,sad,61.54,64.12,2.5800000000000054,3.0,3.0,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F009.wav,True,2.5799375,16000,1,"from her point of view, why else would I come?",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02F_script01_3.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02F_script01_3.txt,True,sad,2,0.5,0.5,0.625,IEMOCAP_full_release,10,from her point of view why else would i come
iemocap_train_00654,iemocap_00387,Ses01F_script01_1_M000,Ses01F_script01_1,Ses01,Ses01M,male,neu,neutral,11.9892,15.1219,3.1327,3.0,1.6667,2.3333,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M000.wav,True,3.132625,16000,1,He saw it.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_script01_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_script01_1.txt,True,neutral,0,0.5,0.166675,0.333325,IEMOCAP_full_release,3,he saw it
iemocap_train_00922,iemocap_01322,Ses01M_script01_1_M000,Ses01M_script01_1,Ses01,Ses01M,male,neu,neutral,11.4962,14.8175,3.321300000000001,2.6667,2.0,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M000.wav,True,3.32125,16000,1,He saw it.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01M_script01_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01M_script01_1.txt,True,neutral,0,0.416675,0.25,0.25,IEMOCAP_full_release,3,he saw it
iemocap_train_02737,iemocap_04094,Ses03F_script01_1_M000,Ses03F_script01_1,Ses03,Ses03M,male,neu,neutral,8.9773,12.3712,3.3939000000000004,3.0,2.6667,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_M000.wav,True,3.3938125,16000,1,He saw it.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03F_script01_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03F_script01_1.txt,True,neutral,0,0.5,0.416675,0.25,IEMOCAP_full_release,3,he saw it
iemocap_train_03938,iemocap_06381,Ses04F_script01_1_M000,Ses04F_script01_1,Ses04,Ses04M,male,neu,neutral,12.2738,14.0809,1.8071,3.0,2.5,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M000.wav,True,1.807125,16000,1,He saw it.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/transcriptions/Ses04F_script01_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/EmoEvaluation/Ses04F_script01_1.txt,True,neutral,0,0.5,0.375,0.625,IEMOCAP_full_release,3,he saw it
iemocap_train_04172,iemocap_07405,Ses04M_script01_1_M000,Ses04M_script01_1,Ses04,Ses04M,male,neu,neutral,12.62,14.95,2.33,2.5,2.0,3.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_M000.wav,True,2.33,16000,1,He saw it.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/transcriptions/Ses04M_script01_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/EmoEvaluation/Ses04M_script01_1.txt,True,neutral,0,0.375,0.25,0.5,IEMOCAP_full_release,3,he saw it
iemocap_train_03117,iemocap_05269,Ses03M_script01_1_M000,Ses03M_script01_1,Ses03,Ses03M,male,sad,sad,11.4606,14.6773,3.216700000000001,3.0,2.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M000.wav,True,3.2166875,16000,1,He saw it.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03M_script01_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03M_script01_1.txt,True,sad,2,0.5,0.25,0.375,IEMOCAP_full_release,3,he saw it
iemocap_train_05086,iemocap_08562,Ses05F_script01_1_M000,Ses05F_script01_1,Ses05,Ses05M,male,sad,sad,13.0842,15.27,2.1858000000000004,2.5,2.5,3.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_script01_1/Ses05F_script01_1_M000.wav,True,2.1858125,16000,1,He saw it.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05F_script01_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05F_script01_1.txt,True,sad,2,0.375,0.375,0.5,IEMOCAP_full_release,3,he saw it
iemocap_train_00655,iemocap_00388,Ses01F_script01_1_M001,Ses01F_script01_1,Ses01,Ses01M,male,neu,neutral,19.0456,22.3962,3.3506,3.0,2.0,2.3333,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M001.wav,True,3.3505625,16000,1,He was out here when it broke.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_script01_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_script01_1.txt,True,neutral,0,0.5,0.25,0.333325,IEMOCAP_full_release,7,he was out here when it broke
iemocap_train_04173,iemocap_07406,Ses04M_script01_1_M001,Ses04M_script01_1,Ses04,Ses04M,male,neu,neutral,17.45,19.4152,1.9651999999999996,2.5,2.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_M001.wav,True,1.9651875,16000,1,He was out here when it broke.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/transcriptions/Ses04M_script01_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session4/dialog/EmoEvaluation/Ses04M_script01_1.txt,True,neutral,0,0.375,0.25,0.375,IEMOCAP_full_release,7,he was out here when it broke
iemocap_train_05087,iemocap_08563,Ses05F_script01_1_M001,Ses05F_script01_1,Ses05,Ses05M,male,sad,sad,18.61,21.02,2.41,2.0,2.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_script01_1/Ses05F_script01_1_M001.wav,True,2.4099375,16000,1,He was out here when it broke.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05F_script01_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05F_script01_1.txt,True,sad,2,0.25,0.375,0.375,IEMOCAP_full_release,7,he was out here when it broke
iemocap_train_05393,iemocap_09599,Ses05M_script01_1b_M001,Ses05M_script01_1b,Ses05,Ses05M,male,sad,sad,13.31,15.67,2.3599999999999994,2.5,2.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_M001.wav,True,2.36,16000,1,He was out here when it broke.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05M_script01_1b.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05M_script01_1b.txt,True,sad,2,0.375,0.375,0.375,IEMOCAP_full_release,7,he was out here when it broke
iemocap_train_02738,iemocap_04095,Ses03F_script01_1_M001,Ses03F_script01_1,Ses03,Ses03M,male,neu,neutral,15.9019,18.0915,2.1896000000000004,3.0,2.0,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_M001.wav,True,2.1895625,16000,1,He was out there when it happened.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03F_script01_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03F_script01_1.txt,True,neutral,0,0.5,0.25,0.25,IEMOCAP_full_release,7,he was out there when it happened
iemocap_train_03118,iemocap_05270,Ses03M_script01_1_M001,Ses03M_script01_1,Ses03,Ses03M,male,sad,sad,19.265,21.9192,2.6541999999999994,2.5,2.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M001.wav,True,2.6541875,16000,1,He was out there when it happened.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03M_script01_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03M_script01_1.txt,True,sad,2,0.375,0.375,0.375,IEMOCAP_full_release,7,he was out there when it happened
iemocap_train_02065,iemocap_03510,Ses02M_script03_1_M005,Ses02M_script03_1,Ses02,Ses02M,male,exc,happy,23.7318,30.3521,6.6203,3.5,3.5,1.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_M005.wav,True,6.62025,16000,1,Hello? Hello? What? Wrong number.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02M_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02M_script03_1.txt,True,happy,3,0.625,0.625,0.125,IEMOCAP_full_release,5,hello hello what wrong number
iemocap_train_05174,iemocap_08882,Ses05F_script03_1_M005,Ses05F_script03_1,Ses05,Ses05M,male,exc,happy,24.18,31.88,7.699999999999999,3.0,4.0,3.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M005.wav,True,7.6999375,16000,1,Hello?  Hello?  What?  Wrong number.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/transcriptions/Ses05F_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session5/dialog/EmoEvaluation/Ses05F_script03_1.txt,True,happy,3,0.5,0.75,0.625,IEMOCAP_full_release,5,hello hello what wrong number
iemocap_train_01794,iemocap_02586,Ses02F_script03_1_M005,Ses02F_script03_1,Ses02,Ses02M,male,neu,neutral,23.91,28.8,4.890000000000001,3.3333,4.0,2.6667,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M005.wav,True,4.8899375,16000,1,Hello?  Hello?  What?  Wrong number.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/transcriptions/Ses02F_script03_1.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session2/dialog/EmoEvaluation/Ses02F_script03_1.txt,True,neutral,0,0.583325,0.75,0.416675,IEMOCAP_full_release,5,hello hello what wrong number
iemocap_train_02933,iemocap_04763,Ses03M_impro03_M000,Ses03M_impro03,Ses03,Ses03M,male,exc,happy,0.4621,3.0025,2.5404,4.0,3.0,3.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M000.wav,True,2.540375,16000,1,Hey.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/transcriptions/Ses03M_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session3/dialog/EmoEvaluation/Ses03M_impro03.txt,True,happy,3,0.75,0.5,0.5,IEMOCAP_full_release,1,hey
